date,company_Name,ticker,broker,analyst,rating_before,rating_after,price_target_before,price_target_after,Close
2023-03-22,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,24.5,30.5,26.47
2023-03-22,Nvidia Corp,NVDA,,PATRICK SCHOLES,Outperform                   ,Outperform                   ,30.0,30.0,26.47
2023-03-22,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,20.0,22.0,26.47
2023-03-22,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,26.6,28.9,26.47
2023-03-22,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,23.0,29.0,26.47
2023-03-22,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,27.5,32.0,26.47
2023-03-27,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,,BUY                          ,,31.5,26.53
2023-03-28,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,26.5,30.0,26.41
2023-03-29,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,27.5,30.0,26.98
2023-03-30,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,26.5,31.0,27.38
2023-03-30,Nvidia Corp,NVDA,TIGRESS PARTNERS,IVAN FEINSETH,,BUY                          ,,32.0,27.38
2023-04-11,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,30.0,32.0,27.17
2023-04-11,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,28.0,32.0,27.17
2023-04-19,Nvidia Corp,NVDA,BAML,VIVEK ARYA,Buy                          ,Buy                          ,34.0,34.0,27.93
2023-05-10,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,28.9,32.2,28.89
2023-05-18,Nvidia Corp,NVDA,,PATRICK SCHOLES,Outperform,Outperform,35.0,35.0,31.68
2023-05-19,Nvidia Corp,NVDA,CFRA,ANGELO ZINO,                             ,HOLD                         ,30.0,35.0,31.26
2023-05-22,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,,OVERWEIGHT                   ,,37.5,31.18
2023-05-25,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,30.0,44.0,37.98
2023-05-25,Nvidia Corp,NVDA,CFRA,ANGELO ZINO,                             ,BUY                          ,35.0,41.5,37.98
2023-05-25,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,29.0,40.0,37.98
2023-05-25,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,HOLD,BUY,19.0,50.0,37.98
2023-05-25,Nvidia Corp,NVDA,,PATRICK SCHOLES,Outperform,Outperform,42.0,42.0,37.98
2023-05-25,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,35.0,42.0,37.98
2023-05-25,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,OVERWEIGHT                   ,30.4,45.0,37.98
2023-05-25,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,Overweight,Overweight,50.0,50.0,37.98
2023-05-25,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,NEUTRAL,OUTPERFORM,30.0,47.5,37.98
2023-05-25,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,32.2,47.0,37.98
2023-05-25,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,BUY                          ,30.0,47.2,37.98
2023-05-25,Nvidia Corp,NVDA,STIFEL,RUBEN ROY,                             ,HOLD                         ,30.0,37.0,37.98
2023-05-25,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,NEUTRAL,OUTPERFORM,29.0,49.0,37.98
2023-05-25,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,36.3,42.0,37.98
2023-05-25,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,Hold,Hold,39.0,39.0,37.98
2023-05-25,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,34.0,45.0,37.98
2023-05-25,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,27.5,50.0,37.98
2023-05-25,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,30.0,47.5,37.98
2023-05-25,Nvidia Corp,NVDA,,CHRIS CASO,Strong Buy,Strong Buy,45.0,45.0,37.98
2023-05-25,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,31.5,47.5,37.98
2023-05-25,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,32.0,45.0,37.98
2023-05-25,Nvidia Corp,NVDA,RAYMOND JAMES,SRINI PAJJURI,                             ,STRONG BUY                   ,29.0,45.0,37.98
2023-05-25,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,35.0,45.0,37.98
2023-05-25,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,                             ,BUY                          ,25.0,47.5,37.98
2023-05-31,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,45.0,50.0,37.83
2023-06-16,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,                             ,45.0,50.0,42.69
2023-06-20,Nvidia Corp,NVDA,CFRA,ANGELO ZINO,,BUY                          ,,48.0,43.81
2023-06-20,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,BUY,BUY,,50.0,43.81
2023-06-22,Nvidia Corp,NVDA,,VIJAY RAKESH,Buy,Buy,,,43.03
2023-06-29,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,                             ,44.0,45.0,40.82
2023-06-30,Nvidia Corp,NVDA,DAIWA,LOUIS MISCIOSCIA,                             ,                             ,40.8,47.5,42.3
2023-06-30,Nvidia Corp,NVDA,RAYMOND JAMES,SRINI PAJJURI,STRONGBUY,STRONGBUY,,,42.3
2023-07-07,Nvidia Corp,NVDA,TIGRESS PARTNERS,IVAN FEINSETH,                             ,BUY                          ,32.0,56.0,42.5
2023-07-11,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,Overweight,Overweight,55.0,55.0,42.41
2023-07-14,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,47.0,54.5,45.47
2023-07-17,Nvidia Corp,NVDA,CITI,ATIF MALIK,,                             ,,52.0,46.46
2023-07-18,Nvidia Corp,NVDA,BAML,VIVEK ARYA,BUY,BUY,50.0,55.0,47.49
2023-07-20,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,45.0,57.5,45.52
2023-07-20,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,50.0,60.0,45.52
2023-07-24,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,,BUY                          ,,53.0,44.61
2023-08-09,Nvidia Corp,NVDA,STIFEL,RUBEN ROY,                             ,HOLD                         ,37.0,44.0,42.55
2023-08-14,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,BUY                          ,,51.5,43.75
2023-08-15,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,45.0,50.0,43.94
2023-08-15,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,                             ,OUTPERFORM                   ,47.0,57.0,43.94
2023-08-15,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,BUY,BUY,47.5,54.0,43.94
2023-08-16,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,45.0,50.0,43.49
2023-08-16,Nvidia Corp,NVDA,,CHRIS CASO,Strong Buy,Strong Buy,50.0,50.0,43.49
2023-08-16,Nvidia Corp,NVDA,RAYMOND JAMES,SRINI PAJJURI,STRONG BUY,STRONG BUY,45.0,55.0,43.49
2023-08-17,Nvidia Corp,NVDA,,PATRICK SCHOLES,Outperform,Outperform,50.0,50.0,43.34
2023-08-17,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,42.0,50.0,43.34
2023-08-21,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,,OVERWEIGHT                   ,,62.0,46.97
2023-08-24,Nvidia Corp,NVDA,RAYMOND JAMES,SRINI PAJJURI,,STRONG BUY                   ,,60.0,47.16
2023-08-24,Nvidia Corp,NVDA,STIFEL,RUBEN ROY,HOLD,BUY,44.0,60.0,47.16
2023-08-24,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,OVERWEIGHT                   ,50.0,63.0,47.16
2023-08-24,Nvidia Corp,NVDA,CITI,ATIF MALIK,BUY,BUY,52.0,63.0,47.16
2023-08-24,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,57.5,60.0,47.16
2023-08-24,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,60.0,65.0,47.16
2023-08-24,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,53.0,59.0,47.16
2023-08-24,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,BUY,BUY,54.0,56.0,47.16
2023-08-24,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,44.0,56.0,47.16
2023-08-24,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,Overweight,Overweight,60.0,60.0,47.16
2023-08-24,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,50.0,62.0,47.16
2023-08-24,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,OUTPERFORM                   ,49.0,60.0,47.16
2023-08-24,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,                             ,OUTPERFORM                   ,57.0,75.0,47.16
2023-08-24,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,50.0,60.0,47.16
2023-08-24,Nvidia Corp,NVDA,BAML,VIVEK ARYA,Buy,Buy,65.0,65.0,47.16
2023-08-24,Nvidia Corp,NVDA,WOLFE,CHRIS CASO,                             ,OUTPERFORM                   ,57.0,63.0,47.16
2023-08-24,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,BUY,BUY,50.0,61.0,47.16
2023-08-24,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,47.5,67.5,47.16
2023-08-24,Nvidia Corp,NVDA,CFRA,ANGELO ZINO,                             ,BUY                          ,50.0,60.0,47.16
2023-08-24,Nvidia Corp,NVDA,ARGUS,JIM KELLEHER,                             ,BUY                          ,45.0,60.0,47.16
2023-08-24,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,50.0,65.0,47.16
2023-08-24,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,54.5,66.8,47.16
2023-08-24,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,                             ,BUY                          ,47.5,62.5,47.16
2023-08-24,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,                             ,BUY                          ,50.0,70.0,47.16
2023-10-03,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,67.0,75.0,43.52
2023-10-13,Nvidia Corp,NVDA,BAML,VIVEK ARYA,TOP PICK,BUY,,65.0,45.46
2023-10-18,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,OVERWEIGHT                   ,63.0,60.0,42.2
2023-10-18,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,63.0,57.5,42.2
2023-10-20,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,75.0,65.0,41.39
2023-11-09,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,Outperform,Outperform,67.5,67.5,46.95
2023-11-22,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,66.8,67.4,48.72
2023-11-22,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,67.5,70.0,48.72
2023-11-22,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,56.0,58.0,48.72
2023-11-22,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,59.0,62.5,48.72
2023-11-22,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,                             ,OVERWEIGHT                   ,60.0,65.0,48.72
2023-11-22,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,OVERWEIGHT                   ,60.0,60.3,48.72
2023-11-22,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,60.0,67.5,48.72
2023-11-22,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,Buy,Buy,62.5,62.5,48.72
2023-11-22,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,65.0,70.0,48.72
2023-11-22,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,Positive,Positive,62.5,62.5,48.72
2023-11-22,Nvidia Corp,NVDA,STIFEL,RUBEN ROY,                             ,BUY                          ,60.0,66.5,48.72
2023-11-27,Nvidia Corp,NVDA,DZ BANK,INGO WERMANN,,BUY                          ,,64.0,48.24
2024-01-03,Nvidia Corp,NVDA,D.A. DAVIDSON,GIL LURIA,,NEUTRAL                      ,,41.0,47.57
2024-01-05,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,67.4,69.1,49.1
2024-01-16,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,,OVERWEIGHT                   ,,74.0,56.38
2024-01-17,Nvidia Corp,NVDA,TIGRESS PARTNERS,IVAN FEINSETH,,BUY                          ,,79.0,56.05
2024-01-19,Nvidia Corp,NVDA,RAYMOND JAMES,SRINI PAJJURI,Strong Buy,Strong Buy,70.0,70.0,59.49
2024-01-23,Nvidia Corp,NVDA,,C J MUSE,Overweight                   ,Overweight                   ,77.5,77.5,59.87
2024-01-23,Nvidia Corp,NVDA,CFRA,ANGELO ZINO,                             ,BUY                          ,60.0,70.0,59.87
2024-01-29,Nvidia Corp,NVDA,,C J MUSE,Overweight,Overweight,77.5,77.5,62.47
2024-02-02,Nvidia Corp,NVDA,BAML,VIVEK ARYA,BUY,TOP PICK,70.0,80.0,66.16
2024-02-07,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,                             ,60.3,75.0,70.1
2024-02-12,Nvidia Corp,NVDA,,C J MUSE,Overweight,Overweight,77.5,77.5,72.25
2024-02-13,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,75.0,92.0,72.13
2024-02-14,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,62.5,85.0,73.9
2024-02-16,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,OUTPERFORM,OUTPERFORM,60.0,80.0,72.61
2024-02-16,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,Outperform,Outperform,85.0,85.0,72.61
2024-02-16,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,65.0,85.0,72.61
2024-02-16,Nvidia Corp,NVDA,,AARON RAKERS,Overweight,Overweight,84.0,84.0,72.61
2024-02-16,Nvidia Corp,NVDA,BARCLAYS,TOM O'MALLEY,OVERWEIGHT,OVERWEIGHT,65.0,85.0,72.61
2024-02-20,Nvidia Corp,NVDA,,C J MUSE,Overweight,Overweight,77.5,77.5,69.45
2024-02-22,Nvidia Corp,NVDA,STIFEL,RUBEN ROY,                             ,BUY                          ,86.5,91.0,78.54
2024-02-22,Nvidia Corp,NVDA,ARGUS,JIM KELLEHER,                             ,BUY                          ,60.0,85.0,78.54
2024-02-22,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,56.0,72.0,78.54
2024-02-22,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,                             ,BUY                          ,62.5,100.0,78.54
2024-02-22,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,80.0,92.5,78.54
2024-02-22,Nvidia Corp,NVDA,WOLFE,CHRIS CASO,OUTPERFORM,OUTPERFORM,63.0,90.0,78.54
2024-02-22,Nvidia Corp,NVDA,CFRA,ANGELO ZINO,                             ,BUY                          ,70.0,84.0,78.54
2024-02-22,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,OVERWEIGHT,OVERWEIGHT,74.0,110.0,78.54
2024-02-22,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,BUY,BUY,69.1,91.1,78.54
2024-02-22,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,70.0,100.0,78.54
2024-02-22,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,                             ,BUY                          ,70.0,85.0,78.54
2024-02-22,Nvidia Corp,NVDA,,QUINN BOLTON,Buy,Buy,85.0,85.0,78.54
2024-02-22,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,Outperform,Outperform,85.0,85.0,78.54
2024-02-22,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,OVERWEIGHT,OVERWEIGHT,75.0,79.5,78.54
2024-02-22,Nvidia Corp,NVDA,D.A. DAVIDSON,GIL LURIA,NEUTRAL,NEUTRAL,41.0,62.0,78.54
2024-02-22,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,BUY,BUY.,85.0,80.0,78.54
2024-02-22,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,BUY                          ,61.0,78.0,78.54
2024-02-22,Nvidia Corp,NVDA,,HARLAN SUR,Overweight,Overweight,85.0,85.0,78.54
2024-02-22,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,Outperform,Outperform,85.0,85.0,78.54
2024-02-22,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,,BUY                          ,,85.0,78.54
2024-02-29,Nvidia Corp,NVDA,,IVAN FEINSETH,Buy,Buy,98.5,98.5,79.11
2024-03-05,Nvidia Corp,NVDA,CFRA,ANGELO ZINO,                             ,BUY                          ,84.0,100.0,85.96
2024-03-07,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,Buy,Buy,100.0,100.0,92.67
2024-03-11,Nvidia Corp,NVDA,,C J MUSE,Overweight,Overweight,120.0,120.0,85.77
2024-03-13,Nvidia Corp,NVDA,BAML,VIVEK ARYA,Buy,Buy,110.0,110.0,90.89
2024-03-14,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,OUTPERFORM                   ,85.0,100.0,87.94
2024-03-18,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,BUY,BUY,,117.7,88.46
2024-03-19,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,OVERWEIGHT,OVERWEIGHT,84.0,97.0,89.4
2024-03-19,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,POSITIVE,POSITIVE,85.0,105.0,89.4
2024-03-20,Nvidia Corp,NVDA,CITI,ATIF MALIK,BUY,BUY,82.0,103.0,90.37
2024-03-20,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,OVERWEIGHT,OVERWEIGHT,85.0,105.0,90.37
2024-03-20,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,72.0,85.0,90.37
2024-03-20,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,87.5,110.0,90.37
2024-03-22,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,NOT FOUND,NOT FOUND,,110.0,94.29
2024-04-04,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,Positive,Positive,105.0,105.0,85.91
2024-04-08,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,OVERWEIGHT,OVERWEIGHT,,120.0,87.13
2024-04-10,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,OVERWEIGHT                   ,79.5,100.0,87.04
2024-04-11,Nvidia Corp,NVDA,RAYMOND JAMES,SRINI PAJJURI,Strong Buy,Strong Buy,110.0,110.0,90.62
2024-04-30,Nvidia Corp,NVDA,,TIMOTHY ARCURI,Buy,Buy,115.0,115.0,86.4
2024-05-13,Nvidia Corp,NVDA,JEFFERIES,BLAYNE CURTIS,,BUY                          ,,,90.4
2024-05-14,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,97.0,115.0,91.36
2024-05-17,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,Outperform,Outperform,110.0,110.0,92.48
2024-05-20,Nvidia Corp,NVDA,STIFEL,RUBEN ROY,,BUY                          ,,108.5,94.78
2024-05-20,Nvidia Corp,NVDA,BARCLAYS,TOM O'MALLEY,,OVERWEIGHT                   ,,110.0,94.78
2024-05-20,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,,OUTPERFORM                   ,,120.0,94.78
2024-05-21,Nvidia Corp,NVDA,CFRA,ANGELO ZINO,                             ,BUY                          ,100.0,110.0,95.39
2024-05-23,Nvidia Corp,NVDA,,MARK LIPACIS,Outperform,Outperform,131.0,131.0,103.8
2024-05-23,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,Positive,Positive,120.0,120.0,103.8
2024-05-23,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,BUY,BUY,115.0,120.0,103.8
2024-05-23,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,110.0,120.0,103.8
2024-05-23,Nvidia Corp,NVDA,,STACY RASGON,Outperform,Outperform,130.0,130.0,103.8
2024-05-23,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,Outperform,Outperform,120.0,120.0,103.8
2024-05-23,Nvidia Corp,NVDA,,C J MUSE,Overweight,Overweight,140.0,140.0,103.8
2024-05-23,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,Buy,Buy,135.0,135.0,103.8
2024-05-23,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,BUY,BUY,85.0,125.0,103.8
2024-05-23,Nvidia Corp,NVDA,WOLFE,CHRIS CASO,Outperform,Outperform,125.0,125.0,103.8
2024-05-23,Nvidia Corp,NVDA,CITI,ATIF MALIK,Buy,Buy,126.0,126.0,103.8
2024-05-23,Nvidia Corp,NVDA,RAYMOND JAMES,SRINI PAJJURI,Strong Buy,Strong Buy,120.0,120.0,103.8
2024-05-23,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,Outperform,Outperform,110.0,110.0,103.8
2024-05-23,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,OVERWEIGHT                   ,100.0,116.0,103.8
2024-05-23,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,Buy,Buy,118.0,118.0,103.8
2024-05-23,Nvidia Corp,NVDA,,QUINN BOLTON,Buy,Buy,120.0,120.0,103.8
2024-05-23,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,115.0,125.0,103.8
2024-05-23,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,105.0,120.0,103.8
2024-05-23,Nvidia Corp,NVDA,ARGUS,JIM KELLEHER,                             ,BUY                          ,95.0,110.0,103.8
2024-05-23,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,Buy,Buy,128.8,128.8,103.8
2024-05-23,Nvidia Corp,NVDA,BAML,VIVEK ARYA,Buy,Buy,132.0,132.0,103.8
2024-05-23,Nvidia Corp,NVDA,,HARLAN SUR,Overweight,Overweight,115.0,115.0,103.8
2024-05-23,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,Hold,Hold,100.0,100.0,103.8
2024-05-23,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,Overweight,Overweight,130.0,130.0,103.8
2024-06-04,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,BUY,BUY,118.0,127.5,116.44
2024-06-10,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,OVERWEIGHT                   ,,116.0,121.79
2024-06-10,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,Positive,Positive,145.0,145.0,121.79
2024-06-10,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,OVERWEIGHT,OVERWEIGHT,,145.0,121.79
2024-06-11,Nvidia Corp,NVDA,ARGUS,JIM KELLEHER,                             ,BUY                          ,110.0,150.0,120.91
2024-06-11,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,OUTPERFORM                   ,,150.0,120.91
2024-06-11,Nvidia Corp,NVDA,,MARK LIPACIS,Outperform,Outperform,145.0,145.0,120.91
2024-06-18,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,125.0,155.0,135.58
2024-06-18,Nvidia Corp,NVDA,,IVAN FEINSETH,Buy,Buy,170.0,170.0,135.58
2024-06-24,Nvidia Corp,NVDA,JEFFERIES,BLAYNE CURTIS,,BUY                          ,,150.0,118.11
2024-06-26,Nvidia Corp,NVDA,,C J MUSE,Overweight,Overweight,175.0,175.0,126.4
2024-06-26,Nvidia Corp,NVDA,CITI,ATIF MALIK,BUY,BUY,126.0,150.0,126.4
2024-06-27,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,BUY,BUY,128.8,140.0,123.99
2024-07-01,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,OVERWEIGHT                   ,,144.0,124.3
2024-07-08,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,,BUY                          ,,150.0,128.2
2024-07-09,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,130.0,180.0,131.38
2024-07-12,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,BUY,BUY,135.0,170.0,129.24
2024-07-22,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,OVERWEIGHT                   ,,140.0,123.54
2024-07-22,Nvidia Corp,NVDA,LOOP CAPITAL,ANANDA BARUAH,,BUY                          ,,175.0,123.54
2024-08-05,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,Hold,Hold,100.0,100.0,100.45
2024-08-23,Nvidia Corp,NVDA,,MARK LIPACIS,Outperform,Outperform,150.0,150.0,129.37
2024-08-23,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,Outperform,Outperform,138.0,138.0,129.37
2024-08-26,Nvidia Corp,NVDA,LOOP CAPITAL,ANANDA BARUAH,Buy,Buy,175.0,175.0,126.46
2024-08-27,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,BUY,BUY,140.0,145.0,128.3
