date,company_Name,ticker,broker,analytst,rating_before,rating_after,price_target_before,price_target_after
9/18/2019,Adobe Systems Inc,ADBE,CANACCORD,RICHARD DAVIS,,BUY                          ,,320
10/19/2017,Adobe Systems Inc,ADBE,CANACCORD,RICHARD DAVIS,BUY,BUY,170,185
9/14/2018,Adobe Systems Inc,ADBE,CANACCORD,RICHARD DAVIS,                             ,BUY                          ,280,290
9/20/2017,Adobe Systems Inc,ADBE,CANACCORD,RICHARD DAVIS,                             ,BUY                          ,165,170
1/12/2017,Adobe Systems Inc,ADBE,CANACCORD,RICHARD DAVIS,Hold                         ,Hold                         ,,
6/12/2017,Adobe Systems Inc,ADBE,CANACCORD,RICHARD DAVIS,Sell                         ,Sell                         ,,
1/7/2019,Adobe Systems Inc,ADBE,CANACCORD,RICHARD DAVIS,Hold,Buy,,
6/21/2017,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,                             ,140,160
5/22/2018,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,BUY                          ,240,260
3/15/2019,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,OUTPERFORM                   ,290,300
6/12/2020,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,OUTPERFORM                   ,345,460
6/17/2022,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,OUTPERFORM                   ,550,450
9/16/2022,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,NEUTRAL,OUTPERFORM,450,355
3/15/2024,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,NEUTRAL                      ,590,525
9/14/2018,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,OUTPERFORM                   ,280,290
3/12/2020,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,OUTPERFORM                   ,350,346
3/22/2023,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,NEUTRAL                      ,355,370
9/15/2023,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,NEUTRAL                      ,500,540
12/14/2023,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,NEUTRAL                      ,540,590
3/19/2025,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,NEUTRAL                      ,490,410
3/13/2025,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,NEUTRAL                      ,500,490
6/13/2025,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,NEUTRAL                      ,410,425
6/14/2024,Adobe Systems Inc,ADBE,BAIRD,ROB OLIVER,                             ,NEUTRAL                      ,525,545
9/16/2014,Adobe Systems Inc,ADBE,CRT CAPITAL,ROBERT BREZA,BUY,BUY,,85
6/9/2015,Adobe Systems Inc,ADBE,WUNDERLICH,ROBERT BREZA,,HOLD                         ,,90
12/11/2015,Adobe Systems Inc,ADBE,,ROBERT BREZA,Hold                         ,Hold                         ,94,94
9/16/2014,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,,                             ,,82
10/19/2017,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,,                             ,,177
1/23/2018,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,,OUTPERFORM                   ,,208
2/28/2018,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,,                             ,,235
9/14/2018,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,,OUTPERFORM                   ,,288
10/12/2018,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,,OUTPERFORM                   ,,288
8/11/2015,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,SECTOR PERFORM,OUTPERFORM,88,105
12/11/2015,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,Outperform                   ,Outperform                   ,112,112
12/12/2014,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,Sector Perform               ,Sector Perform               ,83,83
2/8/2017,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,Outperform                   ,Outperform                   ,125,125
6/12/2015,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,Sector Perform               ,Sector Perform               ,88,88
3/17/2017,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,Outperform                   ,Outperform                   ,140,140
3/18/2016,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,Outperform                   ,Outperform                   ,104,104
5/25/2017,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,Outperform                   ,Outperform                   ,157,157
10/2/2015,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,Outperform                   ,Outperform                   ,100,100
9/21/2016,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,Outperform                   ,Outperform                   ,120,120
6/15/2018,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,                             ,OUTPERFORM                   ,268,288
3/15/2019,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,                             ,OUTPERFORM                   ,288,290
6/11/2018,Adobe Systems Inc,ADBE,RBC,ROSS MACMILLAN,,OUTPERFORM                   ,,268
3/17/2017,Adobe Systems Inc,ADBE,WUNDERLICH,RYAN MACDONALD,                             ,                             ,115,145
6/21/2017,Adobe Systems Inc,ADBE,WUNDERLICH,RYAN MACDONALD,                             ,BUY                          ,145,165
1/23/2018,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,,                             ,,221
3/15/2018,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,,                             ,,250
6/12/2018,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,,                             ,,270
6/19/2019,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,304,330
12/13/2019,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,                             ,330,350
9/9/2020,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,450,530
9/16/2020,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,530,600
6/18/2021,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,605,660
9/16/2021,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,660,740
12/17/2021,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,740,665
3/15/2022,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,665,540
3/23/2022,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,540,530
6/17/2022,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,530,445
9/8/2022,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,445,440
9/16/2022,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,EQUAL WEIGHT,OVERWEIGHT,440,340
12/16/2022,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,EQUAL WEIGHT                 ,330,340
3/16/2023,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,EQUAL WEIGHT                 ,340,385
4/5/2022,Adobe Systems Inc,ADBE,,SAKET KALIA,Overweight                   ,Overweight                   ,736,736
11/5/2019,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,Overweight                   ,Overweight                   ,330,330
10/16/2018,Adobe Systems Inc,ADBE,,SAKET KALIA,Overweight                   ,Overweight                   ,304,304
10/19/2017,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,OVERWEIGHT,OVERWEIGHT,167,181
9/12/2018,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,275,297
5/2/2017,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,,OVERWEIGHT                   ,,155
10/28/2019,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,,OVERWEIGHT                   ,,325
9/8/2023,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,                             ,540,620
9/15/2023,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,                             ,620,640
12/18/2023,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,,OVERWEIGHT                   ,,700
6/21/2017,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,155,161
12/15/2017,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,181,193
10/13/2022,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,                             ,340,330
12/12/2024,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,                             ,OVERWEIGHT                   ,675,645
6/14/2024,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,OVERWEIGHT,OVERWEIGHT,630,650
6/6/2023,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,Overweight,Overweight,485,485
9/4/2024,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,Overweight,Overweight,675,675
9/5/2025,Adobe Systems Inc,ADBE,,SAKET KALIA,Overweight,Overweight,460,460
3/20/2018,Adobe Systems Inc,ADBE,BARCLAYS,SAKET KALIA,Hold,Buy,,
12/28/2018,Adobe Systems Inc,ADBE,,SAKET KALIA,Hold,Buy,,
8/10/2016,Adobe Systems Inc,ADBE,STEPHENS,SAMAD SAMANA,,OVERWEIGHT                   ,,125
12/11/2015,Adobe Systems Inc,ADBE,B. RILEY,SAMAD SAMANA,,MARKET PERFORM               ,,100
10/7/2015,Adobe Systems Inc,ADBE,B. RILEY,SAMAD SAMANA,MARKET PERFORM,MARKET PERFO,82,87
3/23/2016,Adobe Systems Inc,ADBE,B. RILEY,SAMAD SAMANA,MARKET PERFORM,MARKET PERFO,,100
4/12/2016,Adobe Systems Inc,ADBE,B. RILEY,SAMAD SAMANA,MARKET PERFORM,MARKET PERFO,100,115
3/29/2022,Adobe Systems Inc,ADBE,BNP,STEFAN SLOWINSKI,,OUTPERFORM                   ,,570
1/10/2023,Adobe Systems Inc,ADBE,BNP,STEFAN SLOWINSKI,OUTPERFORM,NEUTRAL,,325
3/15/2024,Adobe Systems Inc,ADBE,HSBC,STEPHEN BERSEY,HOLD,HOLD,557,511
9/13/2024,Adobe Systems Inc,ADBE,HSBC,STEPHEN BERSEY,                             ,HOLD                         ,519,536
9/29/2023,Adobe Systems Inc,ADBE,,STEPHEN BERSEY,Hold                         ,Hold                         ,519,519
9/18/2015,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,OVERWEIGHT,OVERWEIGHT,,91
10/7/2015,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,                             ,                             ,91,95
12/11/2015,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,,                             ,,100
3/18/2016,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,,                             ,,110
9/21/2016,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,,                             ,,122
3/17/2017,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,,                             ,,145
9/20/2017,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,OVERWEIGHT,OVERWEIGHT,,170
10/19/2017,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,,                             ,,185
9/14/2018,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,                             ,NEUTRAL                      ,260,275
10/16/2018,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,NEUTRAL,NEUTRAL,,275
6/19/2019,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,                             ,                             ,284,329
9/18/2019,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,                             ,NEUTRAL                      ,329,318
9/16/2020,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,                             ,OVERWEIGHT                   ,430,550
6/18/2021,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,                             ,OVERWEIGHT                   ,595,660
9/22/2021,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,                             ,OVERWEIGHT                   ,660,680
9/22/2022,Adobe Systems Inc,ADBE,LEERINK,STERLING AUTY,,HOLD                         ,,354
6/22/2016,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,,OVERWEIGHT                   ,,110
12/16/2016,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,,OVERWEIGHT                   ,,124
6/15/2018,Adobe Systems Inc,ADBE,STIFEL,STERLING AUTY,                             ,NEUTRAL                      ,235,260
6/21/2017,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,                             ,OVERWEIGHT                   ,145,170
12/12/2017,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,OVERWEIGHT,NEUTRAL,,185
3/16/2023,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,                             ,NEUTRAL                      ,365,380
3/13/2020,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,NEUTRAL,OVERWEIGHT,322,325
3/22/2021,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,,OVERWEIGHT                   ,,585
3/22/2022,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,NEUTRAL,NEUTRAL,,                  
12/15/2021,Adobe Systems Inc,ADBE,JPMORGAN,STERLING AUTY,Overweight,Neutral,680,680
6/13/2023,Adobe Systems Inc,ADBE,,STERLING AUTY,Neutral,Neutral,450,450
9/20/2017,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,163
3/16/2018,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,                             ,BUY                          ,230,250
6/15/2018,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,275
9/14/2018,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,                             ,BUY                          ,275,325
12/14/2018,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,325
3/15/2019,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,325
3/13/2020,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,                             ,BUY                          ,350,325
6/12/2020,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,                             ,BUY                          ,325,426
9/16/2020,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,                             ,BUY                          ,426,550
4/14/2022,Adobe Systems Inc,ADBE,,TOM RODERICK,Buy                          ,Buy                          ,765,765
8/20/2021,Adobe Systems Inc,ADBE,,TOM RODERICK,Buy                          ,Buy                          ,675,675
1/14/2021,Adobe Systems Inc,ADBE,,TOM RODERICK,Buy                          ,Buy                          ,550,550
6/18/2021,Adobe Systems Inc,ADBE,,TOM RODERICK,Buy                          ,Buy                          ,640,640
3/16/2022,Adobe Systems Inc,ADBE,,TOM RODERICK,Buy                          ,Buy                          ,600,600
11/10/2017,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,Buy                          ,Buy                          ,200,200
9/23/2021,Adobe Systems Inc,ADBE,,TOM RODERICK,Buy                          ,Buy                          ,750,750
4/1/2020,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,325
9/18/2019,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,BUY,SHORT,,325
10/19/2017,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,                             ,BUY                          ,163,175
6/17/2019,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,325
3/12/2018,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,230
12/13/2019,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,                             ,BUY                          ,325,350
4/11/2017,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,150
6/21/2017,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,                             ,BUY                          ,150,163
11/10/2020,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,550
11/30/2020,Adobe Systems Inc,ADBE,STIFEL,TOM RODERICK,,BUY                          ,,550
3/24/2021,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,,NEUTRAL                      ,,523
6/18/2021,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,                             ,NEUTRAL                      ,523,575
9/20/2021,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,NEUTRAL,IN LINE,,575
12/20/2021,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,,NEUTRAL                      ,,611
3/18/2022,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,                             ,NEUTRAL                      ,611,455
6/14/2022,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,                             ,NEUTRAL                      ,455,425
9/15/2022,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,                             ,NEUTRAL                      ,380,388
12/12/2022,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,,NEUTRAL                      ,,337
9/13/2023,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,                             ,NEUTRAL                      ,544,570
12/12/2023,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,                             ,NEUTRAL                      ,610,675
3/14/2025,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,                             ,NEUTRAL                      ,490,430
6/16/2025,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,NEUTRAL,NEUTRAL,,450
3/10/2025,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,NEUTRAL,NEUTRAL,,490
6/10/2025,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,NEUTRAL,NEUTRAL,430,465
12/19/2022,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,Neutral                      ,Neutral                      ,355,355
6/9/2023,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,Neutral                      ,Neutral                      ,462,462
6/14/2024,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,Neutral,Neutral,550,550
9/13/2024,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,Neutral,Neutral,616,616
12/9/2024,Adobe Systems Inc,ADBE,CITI,TYLER RADKE,Neutral,Neutral,590,590
3/18/2016,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,,                             ,,114
12/16/2016,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,                             ,                             ,117,122
10/19/2017,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,,                             ,,177
12/15/2017,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,,                             ,,202
3/16/2018,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,,                             ,,260
12/14/2018,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,,                             ,,299
9/18/2019,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,                             ,                             ,335,322
11/5/2019,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,                             ,                             ,313,321
9/16/2020,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,                             ,NEUTRAL                      ,530,523
10/16/2019,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,BUY,NEUTRAL,322,313
6/15/2020,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,Neutral                      ,Neutral                      ,413,413
3/13/2020,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,Neutral                      ,Neutral                      ,293,293
9/21/2016,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,Buy                          ,Buy                          ,125,125
6/21/2017,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,                             ,BUY                          ,161,163
12/2/2019,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,NEUTRAL,POSITIVE,,321
12/10/2018,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,,BUY                          ,,300
9/14/2018,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,                             ,BUY                          ,260,309
6/19/2019,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,                             ,BUY                          ,299,335
3/17/2017,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,BUY,BUY,,141
12/13/2019,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,Equal Weight                 ,Equal Weight                 ,,
6/15/2018,Adobe Systems Inc,ADBE,,WALTER PRITCHARD,Market Perform,Market Perform,,
1/11/2017,Adobe Systems Inc,ADBE,CITI,WALTER PRITCHARD,Market Perform               ,Market Perform               ,,
